pulgar,indice,corazon,anular,menique,pulgar_indice,simb
1.074014175,1.998055936,0.771557635,0.491941778,0.420294225,0.948226992,0
1.07534524,1.987235543,0.79998711,0.524637875,0.473344893,0.918454659,0
1.076304632,2.002487391,0.785578594,0.510099572,0.455761759,0.943981609,0
1.076356263,2.019594361,0.812022593,0.531691462,0.505633113,0.983062387,0
1.07644224,2.00272561,0.810697516,0.561403587,0.537856662,0.981612176,0
1.077394412,2.021118676,0.77728946,0.513311926,0.483772066,0.946899296,0
1.077431162,2.002277524,0.723782143,0.49906078,0.42571498,0.927390759,0
1.078218172,1.998956549,0.739709275,0.498364524,0.417765846,0.947554334,0
1.079095325,2.005914666,0.770302394,0.5097663,0.44770018,0.929714944,0
1.079327779,2.005180147,0.763621999,0.488264336,0.42124631,0.959018506,0
1.079784365,2.002506072,0.803424558,0.528152778,0.463617053,0.928572478,0
1.080017162,2.005783747,0.772735142,0.515264794,0.467610936,0.929917415,0
1.080740487,2.008952934,0.802428746,0.544853067,0.470767057,0.941534113,0
1.080886005,1.994070308,0.784492724,0.525504936,0.468114126,0.922122777,0
1.081087658,1.999937064,0.78971317,0.543253727,0.512493898,0.937637573,0
1.081263149,1.988926347,0.754896679,0.505595164,0.41834005,0.938841974,0
1.081271946,1.997764631,0.798164306,0.530602797,0.471556305,0.924359271,0
1.082190181,1.993399667,0.784438471,0.555947028,0.526545615,0.987617988,0
1.082874207,2.010733483,0.790801804,0.536958316,0.477991036,0.942375848,0
1.083836896,2.008907661,0.780688523,0.537406792,0.475060351,0.932300166,0
1.084741107,2.011486161,0.811638302,0.540808128,0.516505837,0.972769443,0
1.084786782,2.001427418,0.783922698,0.520148668,0.444246077,0.927962977,0
1.084836281,2.019406034,0.806621629,0.546956022,0.521343086,0.967777084,0
1.08486991,2.027825408,0.790494421,0.53875693,0.515997279,0.97281547,0
1.084948875,2.007850864,0.789324668,0.521183511,0.480315571,0.931332136,0
1.085503309,2.000802094,0.78100831,0.522270711,0.468708621,0.921977963,0
1.085874091,2.002268003,0.796740713,0.541751516,0.482366832,0.922569588,0
1.085997978,2.010194052,0.782764928,0.537406792,0.475060351,0.932300166,0
1.086462484,2.002148209,0.810226081,0.54635737,0.48074017,0.922221125,0
1.086573297,2.005731798,0.778148387,0.530870321,0.463161799,0.923524847,0
1.087058058,2.006105424,0.787211811,0.509711812,0.449927356,0.93481167,0
1.088857359,2.008651458,0.791680672,0.5413388,0.511231967,0.947318899,0
1.089389934,2.011639284,0.802525197,0.499182211,0.457705324,0.935674292,0
1.089574018,2.006356964,0.862849249,0.541997185,0.433411241,0.942848743,0
1.089684132,1.992714236,0.796601095,0.487981439,0.434246425,0.935904432,0
1.090194749,1.999426147,0.786046342,0.512307541,0.453763859,0.921865536,0
1.090925134,2.025531158,0.768803501,0.514175525,0.481663783,0.934615366,0
1.091218152,2.002014813,0.821040687,0.56824799,0.534392768,0.990510447,0
1.0915705,1.99656536,0.75900702,0.51111722,0.413901329,0.954260929,0
1.091989555,1.998939171,0.826713649,0.590776255,0.558218753,1.017282209,0
1.092208933,2.002321661,0.839774517,0.517738445,0.449680319,0.914243243,0
1.093402676,2.008716301,0.772238915,0.531922153,0.459667399,0.922209623,0
1.093479376,2.002713302,0.784165279,0.52924408,0.45357496,0.915379106,0
1.094367759,1.996381811,0.81135398,0.566505483,0.535000249,0.991324622,0
1.094607298,1.994108971,0.766261028,0.499649094,0.413610849,0.941975511,0
1.0952806,2.003086819,0.805758653,0.49932378,0.441303024,0.93473468,0
1.096011216,2.000132915,0.816152835,0.547277468,0.509110617,0.90535746,0
1.096043082,2.011826758,0.753362698,0.524695165,0.433566739,0.977029444,0
1.096481672,2.011474901,0.850294587,0.572109203,0.542458149,0.981159189,0
1.096681661,1.991807026,0.861762183,0.578667113,0.532392118,0.94469957,0
1.097514048,2.001417337,0.806771445,0.554664446,0.530779096,0.979460569,0
1.100967837,1.987870021,0.770479755,0.512130947,0.451329397,0.937783488,0
1.101128702,2.005314638,0.774324286,0.50928666,0.464483109,0.905179479,0
1.101471842,2.00394235,0.815343626,0.547818613,0.473238677,0.909625179,0
1.103405999,1.982669636,0.834661769,0.584508915,0.544735756,0.999231951,0
1.103611345,2.008129748,0.800072408,0.522485011,0.417745405,0.961609199,0
1.103674904,2.003951907,0.82065362,0.546576442,0.475289953,0.905800986,0
1.105204758,2.014636283,0.766444816,0.5120128,0.463270656,0.923845913,0
1.105656847,2.021898463,0.775336565,0.560348843,0.499541074,0.92493491,0
1.106955651,2.000115395,0.78582578,0.510054013,0.43577551,0.914050023,0
1.107155537,1.99939221,0.775816096,0.517747159,0.414784179,0.968720799,0
1.107839015,1.993832668,0.762608776,0.506908334,0.430691196,0.934692784,0
1.107964397,1.993837397,0.739099574,0.50820344,0.414111016,0.931487097,0
1.108084339,2.012817022,0.811173492,0.516297814,0.439328605,0.938903431,0
1.108427715,2.017891222,0.778892654,0.559711118,0.507312519,0.919650966,0
1.10983968,2.003165871,0.760919306,0.512958216,0.411805275,0.9699156,0
1.110134781,1.983618129,0.825923551,0.575974514,0.548597934,0.991402582,0
1.110202049,1.983955628,0.798472399,0.514902472,0.44039775,0.877526075,0
1.112015914,2.013539591,0.759506834,0.495030874,0.451134482,0.901694685,0
1.112884995,1.988255479,0.829385942,0.588489339,0.563116659,0.97949232,0
1.11387424,2.000840781,0.799033997,0.533586682,0.462245188,0.893253026,0
1.115352002,2.015482319,0.778817936,0.539487403,0.475900951,0.902986498,0
1.116517149,2.009481292,0.824363182,0.537309796,0.503510054,0.89328713,0
1.116988167,2.006474581,0.816008546,0.553436302,0.506478243,0.890686037,0
1.117568466,2.010740392,0.828562512,0.534086949,0.459194652,0.903737839,0
1.117616573,2.012318864,0.799343275,0.556384445,0.527405704,0.895347739,0
1.119687732,2.013628695,0.76398185,0.50968466,0.449487503,0.956714389,0
1.119987619,2.014934868,0.79426426,0.550395917,0.485260576,0.900499549,0
1.120069831,2.000633575,0.778715033,0.49876129,0.411805275,0.963109528,0
1.123058371,1.99913365,0.804516954,0.532529657,0.465683676,0.883863061,0
1.123394236,2.021510621,0.781367014,0.542414753,0.45480053,0.957075675,0
1.123658716,2.000889482,0.808592948,0.532188816,0.469462608,0.88648931,0
1.12371212,2.01632992,0.814576194,0.518984677,0.470839165,0.89452367,0
1.125036204,2,0.794576028,0.526491788,0.469818982,0.883813182,0
1.125362872,2.018148582,0.828672539,0.537707139,0.460455108,0.918707956,0
1.125521283,1.988560314,0.801215382,0.527607329,0.471404521,0.872171864,0
1.125647231,2.002314179,0.805575771,0.568026509,0.494887313,0.879637725,0
1.126104113,1.982891662,0.826387189,0.594585185,0.55575088,0.971212566,0
1.126136859,1.999947061,0.774938308,0.51458351,0.436065959,0.884906673,0
1.126146871,1.995151068,0.806582265,0.549996939,0.473147152,0.875380073,0
1.126249537,2.012950161,0.771804592,0.514040436,0.4813611,0.890892562,0
1.126283989,1.99030855,0.81394103,0.568578271,0.557407504,0.942403841,0
1.126543918,2.013363252,0.795655905,0.529420132,0.429664099,0.988547818,0
1.126762302,2.001452023,0.754585723,0.508164458,0.411581842,0.962700098,0
1.128509615,2.023206415,0.774795871,0.556249567,0.482126527,0.903738805,0
1.128677368,2.016863812,0.786006264,0.494957768,0.443737908,0.898483777,0
1.128780696,2.017376876,0.799350919,0.538894571,0.503600701,0.897507133,0
1.129122512,2.003526303,0.753033083,0.495627944,0.45181985,0.917079764,0
1.129540645,2.026603315,0.773067355,0.544490687,0.493169008,0.902737906,0
1.130816109,2.00983129,0.780216958,0.5152089,0.426033566,0.933480762,0
1.131029914,2.011355555,0.773851431,0.54231791,0.483244928,0.880414142,0
1.131036207,2.014709316,0.811898892,0.552253771,0.467222142,0.911614507,0
1.131290066,2.019440928,0.82386343,0.580070117,0.512003665,0.888703755,0
1.132124013,2.003519657,0.761756247,0.519875245,0.424068013,0.934750434,0
1.133988716,2.006230839,0.836479186,0.572305897,0.517178427,0.914250931,0
1.134794802,2.007200743,0.814169489,0.552068003,0.473961301,0.881185467,0
1.135427881,1.987127857,0.807849778,0.531699686,0.454979526,0.864397335,0
1.135435683,2.00862226,0.822574649,0.554629705,0.484799964,0.87769973,0
1.135896923,2.006628684,0.755839949,0.506131179,0.46389719,0.905082861,0
1.136316307,2.016445402,0.831197552,0.533681195,0.472795719,0.920247067,0
1.138821833,2.000803181,0.818331113,0.498841846,0.455331174,0.87415034,0
1.139332332,2.012760787,0.83957634,0.515088974,0.455557426,0.952435154,0
1.14070931,1.991824498,0.803366031,0.562680939,0.496357899,0.858753387,0
1.140763339,2.008125257,0.819599472,0.548072205,0.479962483,0.871538034,0
1.142136379,1.991937231,0.794968318,0.531184244,0.469559703,0.856220801,0
1.14380213,2,0.834001333,0.526032969,0.471263022,0.866198661,0
1.143952728,1.982936221,0.754440283,0.551406583,0.513656677,0.897445541,0
1.146069728,2.009677964,1.021965815,0.59417107,0.537512052,0.899446548,0
1.148314884,1.988202769,0.852074893,0.578973386,0.558218753,0.901898413,0
1.148720116,2.005135166,0.790683376,0.525468602,0.448072384,0.938267546,0
1.149121688,2.020004275,0.863983631,0.542039616,0.476158092,0.896977627,0
1.149851242,2.019902497,0.802407988,0.544429551,0.474911564,0.888906879,0
1.156255163,2.004365311,0.862317845,0.561819988,0.496797096,0.849620447,0
1.15790083,2.017441252,0.793693908,0.527046277,0.446482256,0.934823329,0
1.158359066,2.019023427,0.782703632,0.533985176,0.429846127,0.945744397,0
1.159100578,2.012343982,0.805933187,0.533102348,0.483818343,0.88201367,0
1.160176154,2.018959481,0.809414847,0.566736385,0.503255007,0.879784246,0
1.162834457,1.994858883,0.794925328,0.553344683,0.4907298,0.841933255,0
1.163153346,1.991236553,0.7918055,0.550536168,0.486774461,0.837406221,0
1.165768585,2.012298254,0.886788274,0.576734732,0.542610569,0.870744923,0
1.166204033,2.014280229,0.862755547,0.5624248,0.493992573,0.849971899,0
1.167081831,2.023422843,0.877268488,0.595046217,0.536059698,0.865332306,0
1.167687257,2.013654865,0.763116967,0.516815215,0.447316914,0.924607125,0
1.168806737,2.016178318,0.815377487,0.546387247,0.465866838,0.89988038,0
1.172778138,2.016623522,0.910808424,0.587549154,0.524719677,0.876142944,0
1.172892273,2.00315351,0.839524641,0.541867492,0.497287503,0.838987431,0
1.181483998,2.016992659,0.831627378,0.550643434,0.455680866,0.969500769,0
1.181542004,2.007336659,0.812328147,0.544432374,0.442070803,0.922850245,0
1.183587964,2.00934981,0.811552789,0.522314241,0.415963476,0.955939697,0
1.190769464,2.020353522,0.865586998,0.581670919,0.531717359,0.840481304,0
1.191480149,2.016871706,0.86820064,0.551728837,0.496476903,0.826142841,0
1.21530861,2.019787328,0.787220686,0.534558575,0.455738414,0.806790894,0
1.220092202,2.017805985,0.797136814,0.552314036,0.478617028,0.934237718,0
1.244675143,2.000211823,0.855710938,0.582302672,0.507673083,0.760929868,0
1.246573871,2.001664767,0.828965138,0.590168056,0.526351232,0.770566434,0
1.270557759,2.015136295,0.855438495,0.562915296,0.484078123,0.888363208,0
1.280339302,2.005232454,0.866368588,0.588358122,0.507084178,0.744580099,0
1.300374712,2.009347301,0.865484307,0.60448046,0.542537817,0.810321456,0
1.300596928,2.009407426,0.9507839,0.639757201,0.524939137,0.790865084,0
1.302812036,1.993834011,0.888500235,0.614912357,0.546041068,0.782046041,0
1.310730488,2.018648051,0.853476853,0.584288554,0.513859165,0.736664197,0
1.324044584,2.014220791,0.908056624,0.586170024,0.510562929,0.83778719,0
1.332966087,2.008554051,0.920663116,0.601498955,0.534051218,0.732538547,0
0.78966421,1.971998315,1.986907559,0.547484254,0.455398808,1.194580548,1
0.796295534,1.937106669,1.973483351,0.537841123,0.420188852,1.150586683,1
0.800918514,1.958944578,1.986530438,0.541160043,0.461889158,1.171833135,1
0.803650575,1.931417983,1.972761718,0.547484254,0.456939181,1.142347952,1
0.806981398,1.950406424,1.9766371,0.555506746,0.461569435,1.161748495,1
0.808452083,1.923749297,1.963981504,0.56212033,0.464299026,1.122083528,1
0.811581333,1.94704256,1.979543396,0.545576236,0.444176112,1.155507921,1
0.812940101,1.954792729,2.000851457,0.607811633,0.552324945,1.192403222,1
0.815579446,1.967876739,1.993483916,0.61200803,0.549873069,1.195366221,1
0.81564739,1.952875166,1.98172524,0.554700196,0.452757777,1.151334758,1
0.819443472,1.974658669,2.021705564,0.602272727,0.539024601,1.202828966,1
0.819792266,1.939606336,1.987186787,0.551562234,0.452728285,1.12847067,1
0.819830045,1.949405077,1.975757595,0.53828086,0.454836063,1.142326211,1
0.820548959,1.94124074,1.978855663,0.526623816,0.432135118,1.134642132,1
0.822733345,1.952977901,1.984964884,0.550580034,0.442080414,1.144857634,1
0.82826127,1.913664994,1.976557162,0.530606683,0.434353702,1.110660467,1
0.829275082,1.953723292,1.987158483,0.547212832,0.458413753,1.145557872,1
0.829350374,1.944368938,2.020536762,0.588204614,0.512260145,1.190902214,1
0.831241112,1.941169965,1.993791351,0.550673891,0.466687623,1.118033989,1
0.832050294,1.92233832,1.974646999,0.552616156,0.463099923,1.101048451,1
0.83278355,1.943794956,1.983910966,0.55943161,0.46795498,1.121668834,1
0.832904273,1.960358184,1.995608187,0.554050892,0.465214891,1.144865039,1
0.834603117,1.963640407,1.979901213,0.554241627,0.48079008,1.156067406,1
0.834950414,1.950181099,1.985571795,0.551800871,0.442040302,1.122855246,1
0.839735945,1.953627222,1.994704316,0.558992357,0.447558383,1.130529114,1
0.842367934,1.955271872,1.983108729,0.563490711,0.491210252,1.142020593,1
0.842769972,1.938661585,1.98960076,0.556366907,0.473292155,1.117098243,1
0.843442307,1.930712224,1.973157068,0.55063708,0.452412856,1.111841598,1
0.844785022,1.968756199,2.002667476,0.56424226,0.471461713,1.145557872,1
0.847273646,1.961161351,1.986142359,0.547243096,0.477046762,1.149119131,1
0.848059826,1.960528861,2.022509727,0.5944843,0.508536695,1.181132031,1
0.850635363,1.970175688,1.980966208,0.549251406,0.462800912,1.12978736,1
0.852524224,1.921058055,1.976725874,0.571728995,0.467860472,1.077858852,1
0.856536634,1.960834858,1.995471351,0.549152214,0.457084694,1.139275795,1
0.856801072,1.831799933,1.953111018,0.484507214,0.400174279,0.975290299,1
0.858453371,1.88002201,1.981692323,0.562971686,0.439262243,1.022626872,1
0.859027175,1.968756199,2.004181506,0.578260199,0.510268259,1.137266633,1
0.864751199,1.950697901,1.986768156,0.556288233,0.471113338,1.097126869,1
0.865653028,1.936354128,1.982116977,0.525773967,0.447915186,1.090293817,1
0.866414267,1.971502348,1.996917938,0.62014184,0.540066675,1.111054078,1
0.866422312,1.965767945,1.99744434,0.569182366,0.453971776,1.108991648,1
0.866435562,1.943031655,1.98945977,0.548744215,0.468538693,1.091722286,1
0.86791047,1.949109736,2.005828265,0.539268587,0.431527419,1.094097315,1
0.867969347,1.935156702,1.985622479,0.51766546,0.427298806,1.082859303,1
0.872574432,1.949079498,1.994273981,0.567869041,0.458149528,1.096213104,1
0.873976897,1.937234295,1.981309931,0.552454052,0.473980521,1.090984223,1
0.876942705,1.977208918,2.026806241,0.636990572,0.528721178,1.174151913,1
0.880810994,1.871713661,1.954181738,0.514857692,0.431340491,0.990952681,1
0.886099225,1.967753949,2.04042679,0.561565581,0.51755139,1.202498793,1
0.886177033,1.929922737,1.989796983,0.566467083,0.459318464,1.057380299,1
0.886859937,1.927223853,1.980784403,0.540420942,0.468164589,1.063104784,1
0.890146235,1.904684258,1.987188155,0.557114246,0.442471549,1.027833847,1
0.890922964,1.920509649,1.996861036,0.570989293,0.4405052,1.040015698,1
0.893786755,1.871732795,1.969311667,0.555320675,0.428549118,0.978104915,1
0.896026071,1.895960161,1.963658106,0.54873131,0.467833223,1,1
0.899181464,1.927281403,1.980488984,0.529036048,0.436936105,1.046212849,1
0.90107856,1.876691464,1.971352366,0.550772195,0.438147265,0.978004788,1
0.904732431,1.920345105,1.983710487,0.575613127,0.448555143,1.024422794,1
0.906116443,1.885986332,1.984797994,0.552867428,0.444457799,0.981125291,1
0.906228448,1.87831189,1.968113874,0.549368324,0.447989335,0.973039339,1
0.908683376,1.909128378,1.955941072,0.57164026,0.507940272,1.084960897,1
0.909087741,1.932798739,1.984254938,0.581327317,0.465466349,1.037460529,1
0.912207394,1.893630555,1.968326356,0.563214626,0.427094506,0.981445919,1
0.912755075,1.952806129,2.000654239,0.562411866,0.473354081,1.061855956,1
0.914463014,1.897873304,1.986232198,0.57254751,0.463617114,0.984645432,1
0.914728066,1.946391355,2.001555642,0.558375335,0.487185728,1.083856232,1
0.916749059,1.88695433,1.986670935,0.577439969,0.475143497,0.973626744,1
0.916930818,1.947373431,1.977354474,0.575981941,0.474767477,1.052545578,1
0.918749586,1.964169304,1.992540499,0.533204452,0.447085509,1.063881674,1
0.920291721,1.923366903,1.963762186,0.618441079,0.522806895,1.074071065,1
0.924018736,1.957516455,1.977500463,0.535355098,0.459440366,1.062590847,1
0.925061355,1.928750539,1.976266156,0.580886688,0.536227504,1.109954068,1
0.925484814,1.94081324,2.017946659,0.55774941,0.507774447,1.087891282,1
0.925786533,1.883171412,1.971131659,0.590789283,0.448573501,0.96134785,1
0.926624855,1.920692372,1.983340036,0.576172339,0.461284406,0.997387751,1
0.926775728,1.913899786,1.961133308,0.572028318,0.498328952,1.066206804,1
0.926890177,1.945878129,2.017223165,0.580913129,0.519584499,1.145208102,1
0.927895245,1.929083459,1.992808563,0.595027353,0.488956228,1.039161704,1
0.928105226,1.914914241,1.993679669,0.521536192,0.424426591,1.040424317,1
0.928426196,1.883171412,1.971214427,0.561625411,0.449542343,0.958685381,1
0.932340485,1.938348493,2,0.586167342,0.512615431,1.083661214,1
0.932851529,1.957383443,2.038126733,0.594070114,0.548841709,1.164827926,1
0.933205969,1.946312424,2.02125149,0.586980915,0.530120739,1.170932245,1
0.933361146,1.944510761,1.993038704,0.586411033,0.493649991,1.057197768,1
0.933418314,1.95421556,1.993435687,0.566264385,0.511654689,1.059604572,1
0.934624173,1.961915137,2.016081431,0.558796675,0.502373033,1.109523667,1
0.935251558,1.874801829,1.976050869,0.575788743,0.413724919,0.94606147,1
0.935887647,1.979971753,2.020735682,0.667237199,0.571112167,1.182157543,1
0.935930374,1.939094076,2.025852229,0.580439378,0.537239806,1.166779067,1
0.936283911,1.844859483,1.956896618,0.56508803,0.443392177,0.908967259,1
0.937218426,1.887712759,1.975553292,0.54276569,0.426297701,0.950504845,1
0.937911473,1.922901574,1.980770565,0.550160289,0.459890428,0.995909074,1
0.93811731,1.914276393,1.951694043,0.578076621,0.492563141,1.071168592,1
0.938646155,1.890113304,1.981842101,0.575473554,0.467025917,0.952058346,1
0.93931216,1.891784722,1.996275024,0.591981359,0.46090784,0.953078111,1
0.940108152,1.907734458,1.995121764,0.601194736,0.487402199,0.968422134,1
0.940735896,1.908769585,1.959845115,0.59654119,0.498215049,1.075429924,1
0.941337225,1.905484842,1.955299545,0.595353936,0.488543239,1.065887317,1
0.941773226,1.912213359,1.975910463,0.576900189,0.465591334,0.971395948,1
0.9418255,1.923464066,1.961133308,0.618278924,0.55425385,1.066206804,1
0.942719563,1.919078774,1.959071452,0.592066128,0.479515301,1.066650849,1
0.942754936,1.939519357,1.998277693,0.579400784,0.506697936,1.065727043,1
0.943378163,1.950018499,2.002899404,0.583600644,0.486324912,1.048539643,1
0.943586419,1.963111588,2.03442455,0.574412081,0.522586306,1.166799606,1
0.945471927,1.932502834,1.996781068,0.576110969,0.508365855,1.045462463,1
0.945474829,1.953096422,2.026836525,0.574408175,0.525588331,1.163914143,1
0.94622343,1.969298228,2.018653997,0.568600126,0.524003367,1.114148233,1
0.946441564,1.954423506,2.038237416,0.609430249,0.554541558,1.173300467,1
0.946864153,1.923417548,1.976861503,0.626948725,0.513287223,1.053857695,1
0.947608708,1.905305403,1.980470689,0.59596125,0.491589643,0.959638297,1
0.94780165,1.922936317,1.997635948,0.562806787,0.46577763,1.034707689,1
0.947983702,1.959419426,2.03853113,0.587977663,0.562820744,1.181379456,1
0.948613077,1.954338156,1.998667251,0.587960932,0.477969902,1.04118944,1
0.948867286,1.9282129,1.997529646,0.572434099,0.486013864,1.041052604,1
0.949569853,1.959962401,2.004355821,0.572471527,0.484480126,1.055811226,1
0.949575818,1.960980107,2.004097457,0.585660932,0.504582894,1.057668834,1
