Column1,Column2,Column3,Column4,Column5,Column6,Column7
0.787878788,1.899990334,2.00967586,1.827564176,0.630201041,1.344734314,0
0.793434734,1.877216868,1.974846207,1.792468995,0.57379481,1.305809882,0
0.795581242,1.87746885,1.995566388,1.81641955,0.482464885,1.331035812,0
0.795589177,1.879321301,1.991630595,1.832398358,0.616947006,1.316335603,0
0.79754158,1.93458832,2.00565656,1.850588495,1.525122784,1.303251634,0
0.800472143,1.88890913,1.968000433,1.785709419,0.573628138,1.319975412,0
0.803708331,1.906023961,1.899733618,0.586134054,0.510782519,1.18296746,0
0.804392128,1.952032765,2.013995972,1.86858203,1.548181612,1.278222273,0
0.805829098,1.861732393,1.963468122,1.769703761,0.532729053,1.291308904,0
0.806829856,1.883293937,1.886102412,0.534329543,0.450981589,1.154237417,0
0.808503376,1.920602563,1.986817872,1.789419273,0.515672399,1.313900118,0
0.808642417,1.889267993,1.965193294,1.786055741,0.578947368,1.300906541,0
0.808684304,1.925752224,2,1.861271562,1.520783496,1.286193256,0
0.808947094,1.931049015,1.917846259,0.598278936,0.523289215,1.244051126,0
0.809201436,1.870626365,1.990372361,1.803615261,0.498673486,1.308708385,0
0.810242727,1.927379367,1.923910892,0.606639369,0.562841467,1.210395232,0
0.810546543,1.910684451,1.978820753,1.771116508,0.46906503,1.300461118,0
0.81067177,1.940646462,1.984490425,1.809710362,0.433888895,1.349836716,0
0.810996342,1.926883806,1.919689324,0.594313824,0.535154681,1.227844157,0
0.811961554,1.917922175,2.006710618,1.835221005,0.564223388,1.343547312,0
0.811986817,1.92296562,1.995226134,1.816653568,1.524975674,1.396429892,0
0.812479669,1.878473428,1.942823734,1.778040613,0.50578774,1.288174015,0
0.812870344,1.878753074,1.928485773,1.771414643,0.560024151,1.267864152,0
0.813165519,1.879267685,1.951715607,1.794765367,0.512378534,1.293318473,0
0.815644322,1.922021279,1.994334323,1.84803016,1.523061889,1.277769152,0
0.817517223,1.930377091,2,1.852296918,1.531728139,1.293980951,0
0.817665274,1.930377091,2.002761973,1.861683398,1.529487439,1.287134029,0
0.817708171,1.879881402,1.918825462,1.756235594,0.503001107,1.269320111,0
0.819859508,1.969196287,2.009322111,1.876988875,1.603910833,1.35959089,0
0.82071623,1.947597792,2.008730578,1.878845813,1.567368137,1.301615441,0
0.820908687,1.910783842,1.976419099,1.778939744,0.505222584,1.305196284,0
0.820908687,1.920602563,1.986817872,1.789419273,0.50920775,1.31304516,0
0.821854513,1.993762515,2.022295655,1.854877191,1.595590008,1.343496262,0
0.822000789,1.976454496,2.028630952,1.855207329,1.603773585,1.328950313,0
0.822598159,1.916568943,1.985846022,1.833867645,1.516611919,1.261556853,0
0.822804777,1.900958012,1.978820753,1.771116508,0.520746692,1.291846309,0
0.822821593,1.906812751,1.972437819,1.766905192,0.53459751,1.255152212,0
0.822846243,2.00159624,2.011764547,1.838975553,1.567048914,1.397808281,0
0.824716692,1.93458832,2,1.859638314,1.542677501,1.285460809,0
0.824829262,1.884513753,2.008408116,1.85580239,0.614696843,1.313765066,0
0.825242556,1.981221921,2.025557599,1.838049642,1.561598619,1.332160989,0
0.825274528,1.920602563,1.974401024,1.789419273,0.455177958,1.327335377,0
0.826772587,1.896716917,1.899873617,0.567200985,0.509993625,1.156110542,0
0.826792613,1.963577379,2.015513334,1.844480801,1.567004877,1.394971665,0
0.82883344,1.868571105,1.93296061,1.771539784,0.506025152,1.274923568,0
0.828948944,1.910536059,1.924890208,0.512428364,0.397102859,1.265674319,0
0.829103287,1.888628136,1.973739624,1.825891363,0.64262127,1.345802327,0
0.829240887,1.878488515,1.923503358,1.763449123,0.523600328,1.269203059,0
0.829335138,1.914141158,1.988213131,1.810889557,0.551695995,1.275127314,0
0.829478624,1.875378112,1.959185164,1.767920687,0.564657902,1.290686558,0
0.830818779,1.878248554,1.88379956,0.539378698,0.476199016,1.13661157,0
0.831074367,1.871899599,1.943645364,1.785642546,0.503649265,1.272326638,0
0.831138758,1.91589272,1.972131469,1.786140788,0.498876434,1.296551871,0
0.831321773,1.966326106,2.017814497,1.821203125,1.54764514,1.369931505,0
0.831865374,1.905150913,2.011218536,1.848350616,0.659241989,1.325443322,0
0.833070621,1.89774678,1.976162045,1.782203303,0.535219104,1.254691529,0
0.833178204,1.919803496,1.970159517,1.787642043,0.509194988,1.310662587,0
0.833178204,1.919803496,1.972131469,1.787642043,0.488564062,1.310662587,0
0.833227169,1.882740921,1.939498917,1.761296569,0.573401961,1.295361642,0
0.83392534,1.961850623,2.017814066,1.892846539,1.578608589,1.283089941,0
0.834446828,1.845909354,1.871006316,0.568478977,0.452359346,1.076116364,0
0.834670297,1.912513818,1.928273798,0.516961225,0.419622813,1.269920213,0
0.834698336,1.87731391,1.96650873,1.797004605,0.557212841,1.295511231,0
0.834983504,1.882740921,1.953504119,1.783434031,0.560368396,1.303840481,0
0.835324036,1.930949244,1.989395396,1.805651977,0.510384049,1.316078369,0
0.835815704,1.949949953,2.018981505,1.874577267,1.606875343,1.338261196,0
0.83597817,1.900459082,1.979879377,1.825298771,0.601300863,1.330945042,0
0.836864664,1.966326106,2.017814497,1.819604051,1.52288479,1.381507019,0
0.83688608,1.916445059,1.975671706,1.783524148,0.63692594,1.296274612,0
0.837967649,1.916651816,1.976419099,1.789419273,0.475922226,1.319571502,0
0.838181322,1.935832617,1.999460463,1.859894683,1.553377073,1.279640687,0
0.838189696,1.975163428,2.005044669,1.829654587,1.593637108,1.299303644,0
0.839211961,1.920885207,1.979282686,1.787099064,0.50305729,1.309620801,0
0.83953277,1.941811909,1.949329636,0.643206423,0.562547156,1.23434253,0
0.839686703,1.906187136,1.969651277,1.773116686,0.528681189,1.286514074,0
0.839686703,1.915982236,1.973732285,1.773116686,0.535298495,1.294265403,0
0.842047323,1.910170778,1.97343198,1.767379706,0.55028296,1.285355807,0
0.843431282,1.91011186,1.972131469,1.777291456,0.498876434,1.295369039,0
0.843799237,1.969869153,2.02265559,1.819263247,1.569670712,1.314269794,0
0.844155991,1.834861175,1.870034639,0.575453984,0.457515321,1.068302375,0
0.844734933,1.920684828,1.93861275,0.550473131,0.468057583,1.259595918,0
0.845113819,1.960823542,2.016616247,1.885190459,1.595509407,1.332672005,0
0.845825812,1.928614749,1.997295469,1.811638754,1.539103449,1.34247002,0
0.84756819,1.90679406,1.976790523,1.771116508,0.473267787,1.291250066,0
0.847688865,1.931323133,1.945982848,0.539967034,0.433469285,1.247475166,0
0.848314079,1.925101527,1.974554361,1.774903876,0.541260143,1.311176093,0
0.848326659,1.958981071,1.99297913,1.803036375,1.53811962,1.342786998,0
0.848667275,1.952914079,2.021936114,1.895948625,1.616017318,1.313763955,0
0.849664367,1.984152725,2.017885944,1.887518576,1.606959264,1.354057063,0
0.850142296,1.947123518,2.010936219,1.871805378,1.584181096,1.323209872,0
0.850556051,1.910565117,1.989121972,1.809373979,0.621088798,1.296318022,0
0.853684834,1.966114501,2.018981505,1.883582182,1.598291776,1.338261196,0
0.854266947,1.919973597,1.984095231,1.794044686,0.474777316,1.308349788,0
0.855067633,1.898362154,1.981933798,1.79712857,0.677644626,1.297303011,0
0.855449193,1.915906209,1.927533585,0.568431672,0.45088348,1.254382071,0
0.856457821,1.968146336,2.011208592,1.879063597,1.5981239,1.334855797,0
0.859380884,1.950288251,1.989803891,1.848606144,1.603031983,1.257227625,0
0.859653075,1.950137231,2.010219791,1.883345195,1.601512838,1.293265992,0
0.859899034,1.951900959,1.95237412,0.631147453,0.602780787,1.233545073,0
0.860533634,1.921247436,2.016512148,1.874840235,0.663637332,1.317950993,0
0.861004322,1.964926495,2.016616247,1.876265753,1.598629905,1.307178417,0
0.863699142,1.920498244,1.986166293,1.808811339,0.67754135,1.297950152,0
0.864060438,1.977501498,2.022348872,1.895743693,1.603727033,1.340493221,0
0.864528384,1.91922372,1.998185706,1.850710548,0.698814689,1.312455279,0
0.866581199,1.955121027,2.008961137,1.880980231,1.601061868,1.310674671,0
0.867714371,1.958957063,2.008961137,1.889840192,1.603784534,1.323566276,0
0.867714371,1.958957063,2.008961137,1.889528195,1.601061868,1.323566276,0
0.868228504,1.983658976,2.017212181,1.891064665,1.618485735,1.330759598,0
0.869024522,1.965678357,2.009614897,1.883676006,1.607336123,1.298415324,0
0.869047555,1.958124938,2.020709683,1.883870229,1.60624864,1.319130048,0
0.869089517,1.963473532,2.021075061,1.891911071,1.60340301,1.330776244,0
0.869089517,1.967332111,2.021075061,1.891550487,1.611913953,1.337303161,0
0.869090145,1.901965398,1.921850225,0.557346714,0.422191729,1.222487275,0
0.869541456,1.948106292,1.960496047,0.654140066,0.583570773,1.246306178,0
0.874212167,1.942684918,1.958028739,0.647197186,0.604999745,1.243253398,0
0.878169612,1.932655997,1.939746035,0.583375092,0.462358043,1.254941662,0
0.879061305,1.962348637,2.010106934,1.883870229,1.614694586,1.319130048,0
0.880042145,1.798701339,1.802034847,0.613506532,0.462204349,1.077188361,0
0.880283877,1.971451576,2.018167097,1.895996314,1.610107833,1.287849265,0
0.880951644,1.92754669,1.938412177,0.586463973,0.470529013,1.263068285,0
0.881859468,1.879245727,1.870510789,0.758000934,0.572150244,1.151791635,0
0.882252972,1.88457453,1.997705595,1.824943311,0.608002661,1.292948188,0
0.882870741,1.908451922,1.933161504,0.596713175,0.48203244,1.240635022,0
0.883079306,1.964644767,2.013628778,1.803036375,1.554590665,1.375860259,0
0.883079306,1.964644767,2.013628778,1.821429888,1.554590665,1.375860259,0
0.883105733,1.909959796,1.932054101,0.601914694,0.475664543,1.245211922,0
0.884738715,1.955884883,2.004809824,1.869376101,1.599025263,1.290303495,0
0.886942973,1.974299121,2.01879453,1.893645943,1.621289288,1.312695244,0
0.889139646,1.966142209,2.018777175,1.901617436,1.614694586,1.326075632,0
0.890104408,1.96956726,2.003357509,1.873303763,1.601572945,1.299941558,0
0.890675075,1.975291623,2.02032728,1.877445031,1.607077687,1.279103682,0
0.891159535,1.925791003,1.935968509,0.594204861,0.478466622,1.241665896,0
0.892949321,1.955447157,2,1.836988923,1.597462611,1.274717875,0
0.893350316,1.911790421,1.921256222,0.57679424,0.437166332,1.22910526,0
0.8941134,1.908418444,1.934241264,0.609445746,0.46925923,1.23616358,0
0.895281126,1.890540377,1.996382519,1.821551644,0.59825576,1.291554238,0
0.895493759,1.956473819,2.013778556,1.865191988,1.609635668,1.270569781,0
0.895563968,1.907249644,1.931773152,0.584299364,0.438362452,1.221009746,0
0.896396648,1.813293764,1.82782344,0.595556593,0.46923908,1.082664767,0
0.897063772,1.976281934,2.027548423,1.889145275,1.62037471,1.301693058,0
0.89732288,1.872727062,1.873920854,0.58243514,0.419199307,1.14342674,0
0.897938204,1.87159064,1.86517007,0.729218814,0.553348615,1.156402382,0
0.901044498,1.945878532,1.987202008,1.818748094,0.726392876,1.309174376,0
0.901221188,1.981895879,2.023156151,1.826686545,1.460509115,1.226931312,0
0.901879939,1.821021131,1.846547131,0.574120723,0.424793324,1.056671588,0
0.902253903,1.826099044,1.809711801,0.637247458,0.483115573,1.115632194,0
0.90321974,1.840686305,1.84316409,0.533844414,0.424058069,1.067688827,0
0.903456015,1.923538406,1.992520471,1.81490342,0.7293875,1.28634006,0
0.904024568,1.909375592,1.923622946,0.59139379,0.448969102,1.223802706,0
0.904851853,1.91664873,1.990696182,1.831532269,0.699677751,1.292484836,0
0.906113246,2.028885763,0.66993055,0.511261466,0.550290793,1.149412752,0
0.906333446,1.989862502,2.008613481,1.846635448,1.606465071,1.399135356,0
0.911778002,1.817884525,1.827349635,0.564551364,0.400888212,1.079832558,0
0.911939872,1.955523211,1.988540005,1.818553219,1.61514128,1.334538532,0
0.91214034,1.939352062,1.968643075,0.657116785,0.564024341,1.246228879,0
0.912959708,1.905366657,2.010911685,1.838870115,0.606166843,1.292851382,0
0.91328767,2.037472395,2.032610846,1.851487534,1.642750784,1.34481359,0
0.913646793,1.96324828,2.023156151,1.826686545,1.478496514,1.173962751,0
0.914028788,1.898076094,1.896680108,0.612563892,0.466514761,1.159691627,0
0.91451671,1.926468783,1.975290638,1.808717145,0.692929026,1.275608542,0
0.914854861,2.036606645,0.685845838,0.565487594,0.570490623,1.141331425,0
0.915220665,2.026354971,0.667739686,0.556287782,0.570718733,1.129894653,0
0.916157335,1.964020634,1.985603926,1.833745607,1.612756524,1.345910625,0
0.916157335,1.964020634,2.003603311,1.833745607,1.612756524,1.345910625,0
0.916885618,1.889043529,1.904316223,0.627341413,0.499718987,1.162800019,0
0.917253243,1.923021202,1.976954456,1.818307024,0.657837011,1.290884684,0
0.918283575,1.910579795,1.987146971,1.812383939,0.721209058,1.299387465,0
0.918902261,1.861545903,1.847455187,0.702070977,0.531209943,1.137191368,0
0.919280859,1.942417609,1.978279122,1.841966261,1.591781169,1.24898657,0
0.920094387,1.920967262,1.967982039,1.801303349,0.661924716,1.328194057,0
0.920766981,1.825465028,1.825397685,0.573266648,0.410982648,1.079832558,0
0.922353044,1.975774871,2.010254979,1.868378285,1.616457286,1.278958198,0
0.923287071,1.875622687,1.884630523,0.627346127,0.498430516,1.15989101,0
0.923535241,1.90233585,1.935780135,0.63971732,0.52436579,1.222227952,0
0.923573015,1.917978403,2.012262292,1.858421107,0.607290087,1.276419362,0
0.923834396,2.025160936,0.673608148,0.549946106,0.557397758,1.119926044,0
0.924192214,1.90678739,1.977259359,1.824686211,0.752644663,1.309733914,0
0.924584189,1.99385395,2.034914036,1.899334265,1.649358725,1.33021692,0
0.924639994,2.026354971,0.676926619,0.565713703,0.570718733,1.120931637,0
0.925379453,1.912142854,1.892389582,0.665160699,0.52212073,1.20147573,0
0.926021897,1.914035806,1.926572479,0.642190826,0.530674385,1.227561626,0
0.926255011,1.927854825,2,1.842566891,0.626938609,1.28772643,0
0.926276506,1.92624174,1.940845514,0.662571539,0.555405673,1.226945417,0
0.926575749,1.884406895,1.883826258,0.609725841,0.458514908,1.140484089,0
0.928555356,1.975949809,2.019323635,1.860637785,1.634927428,1.313175578,0
0.929118831,1.925166511,1.945965343,0.667324425,0.537838625,1.225095249,0
0.930729922,1.985713819,2.0167532,1.880937321,1.613708965,1.304358926,0
0.931659483,1.874827694,1.89242671,0.596703777,0.438877764,1.130907152,0
0.932440049,1.854091239,1.827262676,0.676433092,0.522340412,1.147326468,0
0.933787322,1.889798986,1.874462122,0.73288021,0.543565927,1.188952584,0
0.934076598,1.945043416,2,1.844687988,0.614188964,1.325588334,0
0.934210199,1.968357669,1.990044233,1.844164473,1.595577544,1.281003331,0
0.934365301,1.920020737,1.983007541,1.809083998,0.714521167,1.264133915,0
0.934411123,1.991540773,2.006809689,1.855084087,1.64488956,1.371732755,0
0.935161685,1.950551001,1.97654642,1.829904539,1.603673489,1.238078567,0
0.935384786,1.943380842,1.966426658,1.825647621,1.575181724,1.256453625,0
0.935595838,1.931204354,1.963291248,1.818923236,0.698841264,1.349335506,0
0.935711257,1.911280056,1.982185619,1.810180139,0.65372045,1.27594443,0
0.936404925,1.840893503,1.816867512,0.694325487,0.508670966,1.118815995,0
0.936696409,1.93253656,1.955974466,0.665704405,0.527355012,1.23538969,0
0.937361838,1.983519633,2.015358799,1.855417189,1.612040241,1.31114383,0
0.937368512,1.915675161,1.968935721,1.811281785,0.75062325,1.320968474,0
0.937542137,2.0046227,2.000514161,1.864817799,1.656062713,1.284116196,0
0.937603662,1.973376053,1.988726057,1.875207324,1.648866738,1.251611567,0
0.937744122,1.906733726,1.901008626,0.640643833,0.507281838,1.1983981,0
0.9384105,1.847022668,1.824626054,0.670180086,0.516568292,1.140479516,0
0.938667654,1.917035338,1.997304746,1.850219036,0.621205425,1.297401909,0
0.938748228,1.95241326,1.976778492,1.823665385,1.603441653,1.252898362,0
0.939097535,1.840985593,1.836296973,0.671127381,0.532438727,1.130553293,0
0.940046173,1.983794557,2.01792686,1.860013582,1.616656663,1.305890044,0
0.940523354,1.939579219,1.964724405,0.662299761,0.535362098,1.247187505,0
0.940720868,1.969412113,2.001503859,1.859679295,1.650207817,1.317680988,0
0.940978607,1.977756799,1.994545219,1.852696945,1.633363765,1.260151909,0
0.940995597,2.034011345,0.692137684,0.549001609,0.549701198,1.122236978,0
0.941139479,1.97408172,2.004854273,1.858298742,1.619816741,1.319519736,0
0.941139479,1.968112093,1.984678695,1.858298742,1.636053549,1.30692353,0
0.941139479,1.968112093,1.984678695,1.861691056,1.636053549,1.30692353,0
0.941330943,1.961761246,1.986779007,1.875207324,1.648866738,1.263190631,0
0.941775234,2.025743762,2.040418593,1.893044335,1.658647725,1.317945313,0
0.942472539,2.025776435,0.690834372,0.561675553,0.551580851,1.11427861,0
0.943183505,2.029495177,0.663101773,0.550537,0.561421171,1.109738426,0
0.943262468,1.865189039,1.847411848,0.735189865,0.547353561,1.15458944,0
0.943282813,1.972954913,2.001614378,1.861839664,1.61245155,1.274981096,0
0.943527372,1.921179294,1.995135089,1.840951007,0.61810218,1.308537864,0
0.94355902,1.934530796,2.01113453,1.852811084,0.613909934,1.326738506,0
0.94355902,1.921169249,1.997304746,1.850219036,0.652427097,1.316585975,0
0.944434908,1.899990635,1.91268476,0.632793052,0.500817836,1.166190379,0
0.944905923,1.970912894,2.007084585,1.878030069,1.63666758,1.281111576,0
0.94493046,1.965098394,2,1.858840315,1.626246808,1.317499202,0
0.946179237,1.861954768,1.875560197,0.575538361,0.435345282,1.108484411,0
0.946286955,1.958237612,1.988943631,1.842189513,0.701889921,1.338617971,0
0.946644453,1.940733559,2.006633673,1.839610253,0.609383118,1.330069836,0
0.947180481,1.875952195,1.885984096,0.612648861,0.474477022,1.117522114,0
0.947256978,1.9776671,2.010376612,1.860257417,1.636421663,1.266615782,0
0.947472912,1.976915962,2.008832954,1.866986702,1.606094949,1.310987614,0
0.950028435,1.915811574,1.998132724,1.855539151,0.633386755,1.308878552,0
0.950086433,1.822587063,1.831825139,0.638599988,0.510069802,1.044549648,0
0.950161851,1.820520502,1.813325207,0.623256247,0.47617925,1.042290498,0
0.950279706,1.931417983,2.010262767,1.870587225,0.642001738,1.312840237,0
0.950302265,1.929647397,2.008489375,1.826684265,0.671965176,1.301525471,0
0.950338895,1.958623725,1.964724405,0.670820393,0.552056822,1.254606118,0
0.95046213,1.824095296,1.815414289,0.55606391,0.430339015,1.069115137,0
0.950873353,2.036132426,0.708377531,0.566653192,0.562076743,1.115132266,0
0.950873353,2.036132426,0.708377531,0.566653192,0.562076743,1.115132266,0
0.951202144,1.993107389,2.027947555,1.874436852,1.640441662,1.294670454,0
0.95169855,1.95862942,2.032726696,1.852210549,1.465941119,1.131142095,0
0.951826946,1.921169249,1.997304746,1.850219036,0.639539501,1.296797834,0
0.951826946,1.921169249,2.013324858,1.850219036,0.626699452,1.296797834,0
0.951880953,2.032722973,0.694799344,0.580609289,0.5637512,1.104494281,0
0.9524097,1.932572466,1.952289139,0.663009179,0.513656533,1.229491702,0
0.95395422,1.912258749,1.98403369,1.831043982,0.714162904,1.303510798,0
0.954135797,1.997891814,2.024188956,1.885019919,1.61970886,1.297598044,0
0.954902503,1.924782038,2.007354237,1.855755565,0.717187341,1.26411427,0
0.955380384,1.99658352,2.019346374,1.893269972,1.613556318,1.312623629,0
0.956129741,1.934050505,1.897788374,0.761746606,0.590799475,1.220198323,0
0.956314144,1.978821575,1.990592893,1.885818099,1.662401358,1.258358635,0
0.956679702,1.98887059,2.009166227,1.86486891,1.613050319,1.309475618,0
0.957072619,1.931643684,1.908763376,0.704069367,0.539879811,1.225881769,0
0.957176442,1.839837449,1.830087951,0.660655825,0.53145167,1.065551535,0
0.957387155,1.997375327,2.016847077,1.878436741,1.617121507,1.309386041,0
0.958824417,1.982116769,2.008832954,1.855536686,1.606094949,1.312787049,0
0.958826142,1.872213017,1.88068923,0.585333342,0.436774863,1.097606496,0
0.960331912,1.99593721,2.015120198,1.880828821,1.634969158,1.287837957,0
0.960490071,2.026297696,0.704005348,0.56268265,0.549566674,1.095745784,0
0.960645976,1.983618129,1.990572792,1.890881239,1.673664133,1.274886619,0
0.960666368,1.9888458,2.014441591,1.8697654,1.620492005,1.312913841,0
0.960667029,2.00308365,2.027458492,1.883945109,1.630588556,1.337489281,0
0.961004377,1.948226947,1.978282826,1.841614541,0.733895729,1.34218873,0
0.961380176,2.025545059,0.685845838,0.546562101,0.554786392,1.0909286,0
0.96156923,1.951158433,1.961185866,0.670318524,0.535113216,1.241315989,0
0.961764583,2.026354971,0.679089434,0.546861907,0.555008223,1.091364807,0
0.962179168,1.891320149,1.903465902,0.632889166,0.508501119,1.145875888,0
0.962206437,1.955482998,1.988943631,1.824817122,0.676771937,1.313488936,0
